date,close,open,high,low,volume
2000-01-03,50.31388110102759,49.89678858711962,50.6425277410808,49.782475484594784,63810927
2000-01-04,50.13487506968666,50.373290604092105,50.42856578459169,49.977738474744676,99915916
2000-01-05,49.80685183683891,50.248905744166045,50.44082218145769,49.77159672946811,38335836
2000-01-06,50.26012692997499,49.77145160768858,50.96149068910311,49.68834379576572,61261733
2000-01-07,50.69995107855365,50.10895348678534,50.90635884718092,49.92211456867887,133864409
2000-01-10,50.160320302845385,50.67219334586563,50.799073806989874,50.14192200467975,27491570
2000-01-11,49.472995708591775,50.19058435766657,50.87129063129956,49.20053472651331,90536299
2000-01-12,48.82612591289446,49.25947922057108,49.54287463702182,48.683459967815935,59161285
2000-01-13,48.567845637004645,48.87314712777201,49.35520348605503,48.556500925994264,44450542
2000-01-14,48.17626429640459,48.53141998119172,48.70402195125187,47.997218787998406,49765727
2000-01-17,49.197742539891024,48.18047658339862,49.21264468956373,48.084906801145934,110048736
2000-01-18,48.91557915942885,49.16924494163865,49.17967832524494,48.729864512983674,61520634
2000-01-19,48.18013786818684,48.841869271957,48.86326340972473,48.108517227423555,38344502
2000-01-20,47.48934843520027,48.1694426835408,48.40661257630345,47.40279390548287,42573223
2000-01-21,47.4076143555487,47.441011851928394,47.56928706723228,47.1969854168058,51160714
2000-01-24,46.35928002115528,47.37371023362625,47.39084323912483,46.23843717539986,101333075
2000-01-25,46.35176061330115,46.27764893084961,46.70544125650498,46.276178079780756,51070168
2000-01-26,45.60511390389277,46.40152154459895,46.75932818354709,45.46077328022363,64851623
2000-01-27,46.303252819216176,45.7179225806019,46.52961512277881,45.366948896442935,46469058
2000-01-28,46.39891148387337,46.22238163942114,46.48004626789326,46.03664164873004,53798321
2000-01-31,47.683890870062186,46.38807130177993,47.85253090193401,46.299510519904054,60554670
2000-02-01,47.57530405755708,47.57944465418412,47.5892683491266,47.55287163053633,41235499
2000-02-02,45.76194171635532,47.612225698972146,47.61899895134604,45.60072507963927,44430015
2000-02-03,46.63787940796845,45.782465309941045,46.64611763478532,45.27314334879314,50590145
2000-02-04,46.961679965241125,46.583876230118,47.09230283873194,46.45701718729436,139117092
2000-02-07,47.380153984067555,46.95390790265071,47.4655961117588,46.83856715929679,67683943
2000-02-08,46.81329860864885,47.462147766814105,47.5378278918477,46.76997611583111,41961935
2000-02-09,46.815892293447995,46.66280587805473,46.9251474782477,46.56454897320658,100121820
2000-02-10,46.953941282419265,46.6949365776258,47.23541541230736,46.36744958471497,102821656
2000-02-11,46.841339161969465,47.00858013778114,47.17185083617149,46.58749778090623,41528636
2000-02-14,45.856201638346974,46.84644279247089,46.86065860392559,45.76386783733076,147968622
2000-02-15,47.512266887853336,45.84976648171031,47.609384425864185,45.728480809945246,79527430
2000-02-16,48.04382545422495,47.60187368208709,48.14873451237076,47.51185927907255,80995135
2000-02-17,48.32783669162028,48.11151285998238,48.81759415146258,47.95480800520303,78650018
2000-02-18,49.16374023208904,48.493611228915206,49.58691987086538,48.40389217068047,77735845
2000-02-21,49.593891044380086,49.251737093177105,49.73401918120631,48.985648165307396,61980563
2000-02-22,49.20183627625754,49.64603659199599,49.98709110403886,48.75370847586284,90858408
2000-02-23,50.01244959324287,49.196526345649964,50.118640090569116,49.03795394512887,55664676
2000-02-24,50.58242160650518,49.99802967238004,50.85520523587247,49.68324064508836,144200908
2000-02-25,50.20653064247204,50.58209382245575,50.76106302535474,50.18811940982525,24239427
2000-02-28,50.7389366985739,50.22892073234902,50.91376346776094,50.00831892221017,41658506
2000-02-29,50.615504310134654,50.616480204818465,50.77632957864284,50.44818917919798,78426505
2000-03-01,50.778841157779176,50.64218820477225,51.22807033596528,50.605938381320136,63101031
2000-03-02,51.19438607336847,50.75412948306617,51.39876991140354,50.16763437028754,51065547
2000-03-03,52.11571670862184,51.230944067933834,52.367795698494284,51.05338320169296,71663544
2000-03-06,51.7240584895109,52.05550478341569,52.333938122496576,51.43835148020256,35773713
2000-03-07,51.99337728696334,51.65584220883021,52.169181936398964,51.204964522742046,39109063
2000-03-08,53.362451972516745,52.017368520596555,53.86215608796147,52.0119953640548,61616441
2000-03-09,53.27592817592046,53.41338861420016,53.58188607191193,53.12318612564894,79554193
2000-03-10,53.439823203883094,53.211577877304244,53.72806106324179,53.03764032238919,45888145
2000-03-13,54.84595172281818,53.580819601217556,55.120371663695664,53.1341097887853,26717314
2000-03-14,55.32113795467682,54.98990582861246,55.39937142521571,54.90712204926725,73651792
2000-03-15,54.33561521623663,55.146065780104664,55.249869664929115,54.293039223803056,83705596
2000-03-16,53.82580886450469,54.25117474151527,54.465400127504104,53.73116910594139,38046487
2000-03-17,54.32780673244355,53.83831879250615,54.51779019573123,53.67608899758201,53957796
2000-03-20,54.65063256430065,54.36809312060796,54.78778917610762,53.94918162308269,103485841
2000-03-21,54.795295474669544,54.88370002098951,55.079631458503144,54.48789202364885,36784383
2000-03-22,56.34133427253645,54.810736162082534,56.52474980112801,54.721276746402495,64601510
2000-03-23,55.938007904607645,56.328217154170176,56.41432327073925,55.84380146828091,47088892
2000-03-24,55.9188642746841,55.81068904843242,56.01766097322184,55.667608908595945,195729840
2000-03-27,54.585275240102774,55.74155747847656,55.81097041389385,54.53809589452118,35550021
2000-03-28,55.422316654288316,54.57068216741395,55.572558394640645,54.319690968104396,26373772
2000-03-29,54.89998006846649,55.650366761467254,55.738487262330594,54.7360894322529,88909073
2000-03-30,55.66919238748701,54.8767278707544,56.043386526292906,54.57334359991561,55793589
2000-03-31,56.37448064503515,55.58315769507251,56.65258547690966,55.02147238966588,39221342
2000-04-03,58.10244189511769,56.425451000034585,58.261705942418196,56.25363602306835,51349518
2000-04-04,58.614554357281975,57.86938541855094,59.133683488814974,57.76976181397514,140112488
2000-04-05,58.38692641024144,58.62384948113693,58.65522805188191,58.05008865718018,65758554
2000-04-06,58.75653331074737,58.48319222699448,58.954975377517925,58.42558665447912,136571748
2000-04-07,58.23181783077107,58.64518272335886,58.925656626738956,57.741049572726446,35331166
2000-04-10,58.50125352859439,58.39124138082346,58.60646462133092,58.007674919868435,113075176
2000-04-11,58.388110763303736,58.57843804073675,58.885118148885915,58.22461299070506,40457614
2000-04-12,58.349316823475895,58.549019198757456,58.809058136870235,58.33250976041652,121256775
2000-04-13,57.85609952614658,58.18870302121591,58.36894664838822,57.52109762131837,116405698
2000-04-14,58.02058337837354,57.83519032113043,58.045131980878544,57.78266979539144,39927683
2000-04-17,58.47422595023642,58.127588021282946,58.597477933446505,57.69096011975996,81098278
2000-04-18,57.56848184495045,58.29905369492005,58.36903194895884,57.47797161213847,72816185
2000-04-19,57.195123357534236,57.67752480355289,57.96520757703858,57.076441332379886,104851695
2000-04-20,57.286015437868606,57.17455062727119,57.30410492862234,56.970784539222564,37269799
2000-04-21,56.02939578965258,57.39367062313055,57.8979275266474,56.01816839199499,53582249
2000-04-24,56.95835752292514,56.053765221936814,56.9978551891132,55.40065046805848,67255227
2000-04-25,56.57691645054172,57.119074233945035,57.637820758996774,56.07102858411204,139328675
2000-04-26,56.077629484873256,56.43073188232514,56.62823908833021,55.86112804004531,67649534
2000-04-27,55.96786972909518,56.11453644857165,56.549015191613826,55.89552000343113,40407354
2000-04-28,56.0405660676073,55.798671551921466,56.213581457947576,55.650625457006996,77092580
2000-05-01,55.641416528530264,56.08758839450858,56.41745642413355,55.51540390888774,39524588
2000-05-02,56.15927577624264,55.677897257722556,56.40509673502988,55.52747902788749,28256799
2000-05-03,56.371783214642605,56.127255828043374,56.421896244363715,56.11462541002966,60561560
2000-05-04,55.92757462519348,56.28341512015279,56.45599258780501,55.88948622342326,75442704
